"SideBID","Year","DyadId","ConflictId","Location","GWNoLoc","SideA","GWNoA","SideA2nd","GWNoA2nd","SideB","SideB2nd","Incompatibility","TerritoryName","IntensityLevel","TypeOfConflict","rebel_age","origin","origin.name","parent.org.subset","splinter.source","ideology","delete","extraterritorial","rebpolwing","rebpolwinglegal","rebestimate","rebestlow","rebesthigh","rebstrength","centcontrol","strengthcent","mobcap","armsproc","fightcap","terrcont","terrname","effterrcont","conflicttype","transconstsupp","rebextpart","rebpresosts","presname","rebel.support","rtypesup","rsupname","gov.support","gtypesup","gsupname","govextpart","type.of.termination","prevactive","rebpolwing_bin","transconstsupp_bin","rebextpart_bin","rebpresosts_bin","rebel.support_bin","gov.support_bin","govextpart_bin","conflicttype_recode","duration","tot_eth","tot_eth_countries","eth_claim","eth_recruitment","eth_support","excluded","power_sharing","absolute","reg_aut","upgrade","downgrade","maxsize","minsize","conflicts","location","splinter.name","death","death.year","start","time","DISAP","KILL","POLPRIS","TORT","Amnesty","State","hathaway","ITT","genocide","rummel","massive_repression","executions","killing","additive","latentmean","latentsd","latentmean_lag","latentmean_lag2","latentmean_diff","latentmean_diff2","mtnest","Oil","ethfrac","relfrac","polity2","pop","realgdp","rgdppc","area","loot.dia","loot.gem","loot.gold","loot.oil","loot.drugs","lootable","tot.resource.sites","time1","stronger","multieth"
1390,1996,3,"1-191","Algeria","615","Government of Algeria",615,"","","GIA","","government","",2,"internal",3,"alliance","",0,1,"Islamic State",NA,0,"no",NA,1525,50,3000,"much weaker","yes","low","moderate","low","low","no",NA,NA,"civil war","tacit","alleged","some","Morocco",NA,"military","Sudan; possibly Iran",NA,"military","France; Egypt; Tunisia; Niger","no","low activity",0,0,1,1,1,NA,NA,0,"civil war",4016,1,1,0,1,0,0,0,1,0,0,0,0.72,0.72,1,NA,NA,0,NA,1993,3,1,1,1,0,5,5,5,5,0,NA,NA,NA,0,3,-1.7215541942125,0.223199990244922,-1.81098646832313,-1.6660063140071,0.0894322741106299,-0.14498015431603,15.6999998092651,1,0.435273408889771,0.0198000073432922,-3,28566,106813.17,3739.17,2381740,1,0,1,1,0,1,18,4,0,0
1390,1997,3,"1-191","Algeria","615","Government of Algeria",615,"","","GIA","","government","",2,"internal",4,"alliance","",0,1,"Islamic State",NA,0,"no",NA,1525,50,3000,"much weaker","yes","low","moderate","low","low","no",NA,NA,"civil war","tacit","alleged","some","Morocco",NA,"military","Sudan; possibly Iran",NA,"military","France; Egypt; Tunisia; Niger","no","low activity",0,0,1,1,1,NA,NA,0,"civil war",4016,1,1,0,1,0,0,0,1,0,0,0,0.72,0.72,1,NA,NA,0,NA,1993,4,0,0,0,0,5,5,5,5,0,NA,NA,NA,0,0,-1.77221259474856,0.227056592632754,-1.7215541942125,-1.81098646832313,-0.05065840053606,0.0894322741106299,15.6999998092651,1,0.435273408889771,0.0198000073432922,-3,29050,108019.91,3718.41,2381740,1,0,1,1,0,1,18,5,0,0
1390,1998,3,"1-191","Algeria","615","Government of Algeria",615,"","","GIA","","government","",2,"internal",5,"alliance","",0,1,"Islamic State",NA,0,"no",NA,1525,50,3000,"much weaker","yes","low","moderate","low","low","no",NA,NA,"civil war","tacit","alleged","some","Morocco",NA,"military","Sudan; possibly Iran",NA,"military","France; Egypt; Tunisia; Niger","no","low activity",0,0,1,1,1,NA,NA,0,"civil war",4016,1,1,0,1,0,0,0,1,0,0,0,0.72,0.72,1,NA,NA,0,NA,1993,5,1,1,1,1,5,5,5,5,0,NA,NA,NA,0,4,-1.56817965400574,0.222912893078472,-1.77221259474856,-1.7215541942125,0.20403294074282,-0.05065840053606,15.6999998092651,1,0.435273408889771,0.0198000073432922,-3,30081,115808.23,3849.88,2381740,1,0,1,1,0,1,18,6,0,0
1390,1999,3,"1-191","Algeria","615","Government of Algeria",615,"","","GIA","","government","",1,"internal",6,"alliance","",0,1,"Islamic State",NA,0,"no",NA,1525,50,3000,"much weaker","yes","low","moderate","low","low","no",NA,NA,"civil war","tacit","alleged","some","Morocco",NA,"military","Sudan; possibly Iran",NA,"military","France; Egypt; Tunisia; Niger","no","low activity",0,0,1,1,1,NA,NA,0,"civil war",4016,1,1,0,1,0,0,0,1,0,0,0,0.72,0.72,1,"Algeria","AQIM",1,1999,1993,6,0,0,0,0,5,5,5,5,0,NA,NA,NA,0,0,-1.57233778061676,0.22641231472385,-1.56817965400574,-1.77221259474856,-0.00415812661102,0.20403294074282,15.6999998092651,1,0.435273408889771,0.0198000073432922,-3,30774,120477.77,3914.92,2381740,1,0,1,1,0,1,18,7,0,0
1390,2000,3,"1-191","Algeria","615","Government of Algeria",615,"","","GIA","","government","",1,"internal",7,"alliance","",0,1,"Islamic State",NA,0,"no",NA,1525,50,3000,"much weaker","yes","low","moderate","low","low","no",NA,NA,"civil war","tacit","alleged","some","Morocco",NA,"military","Sudan; possibly Iran",NA,"military","France; Egypt; Tunisia; Niger","no","low activity",0,0,1,1,1,NA,NA,0,"civil war",4016,1,1,0,1,0,0,0,1,0,0,0,0.72,0.72,1,NA,NA,0,NA,1993,7,1,1,1,1,5,4,NA,5,0,NA,NA,NA,0,4,-1.2070381757502,0.221581763602444,-1.57233778061676,-1.56817965400574,0.36529960486656,-0.00415812661102,15.6999998092651,NA,0.435273408889771,NA,-3,31471,124077.49,3942.6,2381740,1,0,1,1,0,1,18,8,0,0
1390,2001,3,"1-191","Algeria","615","Government of Algeria",615,"","","GIA","","government","",1,"internal",8,"alliance","",0,1,"Islamic State",NA,0,"no",NA,1525,50,3000,"much weaker","yes","low","moderate","low","low","no",NA,NA,"civil war","tacit","alleged","some","Morocco",NA,"military","Sudan; possibly Iran",NA,"military","France; Egypt; Tunisia; Niger","no","low activity",0,0,1,1,1,NA,NA,0,"civil war",4016,1,1,0,1,0,0,0,1,0,0,0,0.72,0.72,1,NA,NA,0,NA,1993,8,2,1,1,0,5,4,NA,5,0,NA,NA,NA,0,4,-1.10240756908985,0.222394964785934,-1.2070381757502,-1.57233778061676,0.10463060666035,0.36529960486656,15.6999998092651,NA,0.435273408889771,NA,-3,30872,123253.88,3992.42,2381740,1,0,1,1,0,1,18,9,0,0
1390,2002,3,"1-191","Algeria","615","Government of Algeria",615,"","","GIA","","government","",1,"internal",9,"alliance","",0,1,"Islamic State",NA,0,"no",NA,1525,50,3000,"much weaker","yes","low","moderate","low","low","no",NA,NA,"civil war","tacit","alleged","some","Morocco",NA,"military","Sudan; possibly Iran",NA,"military","France; Egypt; Tunisia; Niger","no","low activity",0,0,1,1,1,NA,NA,0,"civil war",4016,1,1,0,1,0,0,0,1,0,0,0,0.72,0.72,1,NA,NA,0,NA,1993,9,1,1,0,0,4,4,NA,5,0,NA,NA,NA,0,2,-1.10859527734381,0.222009235636415,-1.10240756908985,-1.2070381757502,-0.00618770825395987,0.10463060666035,15.6999998092651,NA,0.435273408889771,NA,-3,31332,129079.41,4119.73,2381740,1,0,1,1,0,1,18,10,0,0
1390,2003,3,"1-191","Algeria","615","Government of Algeria",615,"","","GIA","","government","",1,"internal",10,"alliance","",0,1,"Islamic State",NA,0,"no",NA,1525,50,3000,"much weaker","yes","low","moderate","low","low","no",NA,NA,"civil war","tacit","alleged","some","Morocco",NA,"military","Sudan; possibly Iran",NA,"military","France; Egypt; Tunisia; Niger","no","low activity",0,0,1,1,1,NA,NA,0,"civil war",4016,1,1,0,1,0,0,0,1,0,0,0,0.72,0.72,1,NA,NA,0,NA,1993,10,1,0,0,0,5,4,NA,6,0,NA,NA,NA,0,1,-1.11911110117857,0.229166426491321,-1.10859527734381,-1.10240756908985,-0.01051582383476,-0.00618770825395987,15.6999998092651,NA,0.435273408889771,NA,-3,31848,138300.94,4342.53,2381740,1,0,1,1,0,1,18,11,0,0
1391,1999,4,"1-191","Algeria","615","Government of Algeria",615,"","","AQIM","","government","",1,"internal",0,"splinter","GIA",1,1,"Islamic State",NA,0,"no",NA,500,30,2000,"much weaker","yes","moderate","low","low","low","no",NA,NA,"terrorist","no","no","no",NA,"no",NA,NA,NA,"military","United States, Morocco, Chad, Mali, Niger","no",NA,1,0,0,0,0,0,NA,0,"islamist",4747,1,1,0,1,0,0,0,1,0,0,0,0.72,0.72,1,NA,NA,0,NA,1999,0,0,0,0,0,5,5,5,5,0,NA,NA,NA,0,0,-1.57233778061676,0.22641231472385,NA,NA,NA,NA,15.6999998092651,1,0.435273408889771,0.0198000073432922,-3,30774,120477.77,3914.92,2381740,1,0,1,1,0,1,18,1,0,0
1391,2000,4,"1-191","Algeria","615","Government of Algeria",615,"","","AQIM","","government","",1,"internal",1,"splinter","GIA",1,1,"Islamic State",NA,0,"no",NA,500,30,2000,"much weaker","yes","moderate","low","low","low","no",NA,NA,"terrorist","no","no","no",NA,"no",NA,NA,NA,"military","United States, Morocco, Chad, Mali, Niger","no",NA,1,0,0,0,0,0,NA,0,"islamist",4747,1,1,0,1,0,0,0,1,0,0,0,0.72,0.72,1,NA,NA,0,NA,1999,1,1,1,1,1,5,4,NA,5,0,NA,NA,NA,0,4,-1.2070381757502,0.221581763602444,-1.57233778061676,NA,0.36529960486656,NA,15.6999998092651,NA,0.435273408889771,NA,-3,31471,124077.49,3942.6,2381740,1,0,1,1,0,1,18,2,0,0
1391,2001,4,"1-191","Algeria","615","Government of Algeria",615,"","","AQIM","","government","",1,"internal",2,"splinter","GIA",1,1,"Islamic State",NA,0,"no",NA,500,30,2000,"much weaker","yes","moderate","low","low","low","no",NA,NA,"terrorist","no","no","no",NA,"no",NA,NA,NA,"military","United States, Morocco, Chad, Mali, Niger","no",NA,1,0,0,0,0,0,NA,0,"islamist",4747,1,1,0,1,0,0,0,1,0,0,0,0.72,0.72,1,NA,NA,0,NA,1999,2,2,1,1,0,5,4,NA,5,0,NA,NA,NA,0,4,-1.10240756908985,0.222394964785934,-1.2070381757502,-1.57233778061676,0.10463060666035,0.36529960486656,15.6999998092651,NA,0.435273408889771,NA,-3,30872,123253.88,3992.42,2381740,1,0,1,1,0,1,18,3,0,0
1391,2002,4,"1-191","Algeria","615","Government of Algeria",615,"","","AQIM","","government","",1,"internal",3,"splinter","GIA",1,1,"Islamic State",NA,0,"no",NA,500,30,2000,"much weaker","yes","moderate","low","low","low","no",NA,NA,"terrorist","no","no","no",NA,"no",NA,NA,NA,"military","United States, Morocco, Chad, Mali, Niger","no",NA,1,0,0,0,0,0,NA,0,"islamist",4747,1,1,0,1,0,0,0,1,0,0,0,0.72,0.72,1,NA,NA,0,NA,1999,3,1,1,0,0,4,4,NA,5,0,NA,NA,NA,0,2,-1.10859527734381,0.222009235636415,-1.10240756908985,-1.2070381757502,-0.00618770825395987,0.10463060666035,15.6999998092651,NA,0.435273408889771,NA,-3,31332,129079.41,4119.73,2381740,1,0,1,1,0,1,18,4,0,0
1391,2003,4,"1-191","Algeria","615","Government of Algeria",615,"","","AQIM","","government","",1,"internal",4,"splinter","GIA",1,1,"Islamic State",NA,0,"no",NA,500,30,2000,"much weaker","yes","moderate","low","low","low","no",NA,NA,"terrorist","no","no","no",NA,"no",NA,NA,NA,"military","United States, Morocco, Chad, Mali, Niger","no",NA,1,0,0,0,0,0,NA,0,"islamist",4747,1,1,0,1,0,0,0,1,0,0,0,0.72,0.72,1,NA,NA,0,NA,1999,4,1,0,0,0,5,4,NA,6,0,NA,NA,NA,0,1,-1.11911110117857,0.229166426491321,-1.10859527734381,-1.10240756908985,-0.01051582383476,-0.00618770825395987,15.6999998092651,NA,0.435273408889771,NA,-3,31848,138300.94,4342.53,2381740,1,0,1,1,0,1,18,5,0,0
1391,2004,4,"1-191","Algeria","615","Government of Algeria",615,"Government of Chad, Government of Mali, Government of Niger","483, 432, 436","AQIM","","government","",1,"internationalized",5,"splinter","GIA",1,1,"Islamic State",NA,0,"no",NA,500,30,2000,"much weaker","yes","moderate","low","low","low","no",NA,NA,"terrorist","no","no","no",NA,"no",NA,NA,NA,"military","United States, Morocco, Chad, Mali, Niger","no",NA,1,0,0,0,0,0,NA,0,"islamist",4747,1,1,0,1,0,0,0,1,0,0,0,0.72,0.72,1,NA,NA,0,NA,1999,5,2,1,1,1,4,4,NA,5,0,NA,NA,NA,0,5,-0.807340271325446,0.22014823506537,-1.11911110117857,-1.10859527734381,0.311770829853124,-0.01051582383476,15.6999998092651,NA,0.435273408889771,NA,2,32364,145692.19,4501.67,2381740,1,0,1,1,0,1,18,6,0,0
1391,2005,4,"1-191","Algeria","615","Government of Algeria",615,"","","AQIM","","government","",1,"internal",6,"splinter","GIA",1,1,"Islamic State",NA,0,"no",NA,500,30,2000,"much weaker","yes","moderate","low","low","low","no",NA,NA,"terrorist","no","no","no",NA,"no",NA,NA,NA,"military","United States, Morocco, Chad, Mali, Niger","no",NA,1,0,0,0,0,0,NA,0,"islamist",4747,1,1,0,1,0,0,0,1,0,0,0,0.72,0.72,1,NA,NA,0,NA,1999,6,2,1,1,1,4,4,NA,5,0,NA,NA,NA,0,5,-0.68275778952207,0.220290857529745,-0.807340271325446,-1.11911110117857,0.124582481803376,0.311770829853124,15.6999998092651,NA,0.435273408889771,NA,2,32906,153459.94,4663.59,2381740,1,0,1,1,0,1,18,7,0,0
1391,2006,4,"1-191","Algeria","615","Government of Algeria",615,"","","AQIM","","government","",1,"internal",7,"splinter","GIA",1,1,"Islamic State",NA,0,"no",NA,500,30,2000,"much weaker","yes","moderate","low","low","low","no",NA,NA,"terrorist","no","no","no",NA,"no",NA,NA,NA,"military","United States, Morocco, Chad, Mali, Niger","no",NA,1,0,0,0,0,0,NA,0,"islamist",4747,1,1,0,1,0,0,0,1,0,0,0,0.72,0.72,1,NA,NA,0,NA,1999,7,1,0,0,0,4,4,NA,NA,0,NA,NA,NA,0,1,-0.678472551545599,0.221257111444886,-0.68275778952207,-0.807340271325446,0.00428523797647096,0.124582481803376,15.6999998092651,NA,0.435273408889771,NA,2,33481,156882.82,4685.73,2381740,1,0,1,1,0,1,18,8,0,0
1391,2007,4,"1-191","Algeria","615","Government of Algeria",615,"","","AQIM","","government","",1,"internal",8,"splinter","GIA",1,1,"Islamic State",NA,0,"no",NA,500,30,2000,"much weaker","yes","moderate","low","low","low","no",NA,NA,"terrorist","no","no","no",NA,"no",NA,NA,NA,"military","United States, Morocco, Chad, Mali, Niger","no",NA,1,0,0,0,0,0,NA,0,"islamist",4747,1,1,0,1,0,0,0,1,0,0,0,0.72,0.72,1,NA,NA,0,NA,1999,8,2,1,1,0,4,3,NA,NA,0,NA,NA,NA,0,4,-0.262278858201715,0.221210596132724,-0.678472551545599,-0.68275778952207,0.416193693343884,0.00428523797647096,15.6999998092651,NA,0.435273408889771,NA,2,34096,161746.27,4743.85,2381740,1,0,1,1,0,1,18,9,0,0
1391,2008,4,"1-191","Algeria","615","Government of Algeria",615,"","","AQIM","","government","",1,"internal",9,"splinter","GIA",1,1,"Islamic State",NA,0,"no",NA,500,30,2000,"much weaker","yes","moderate","low","low","low","no",NA,NA,"terrorist","no","no","no",NA,"no",NA,NA,NA,"military","United States, Morocco, Chad, Mali, Niger","no",NA,1,0,0,0,0,0,NA,0,"islamist",4747,1,1,0,1,0,0,0,1,0,0,0,0.72,0.72,1,NA,NA,0,NA,1999,9,2,1,1,1,3,3,NA,NA,0,NA,NA,NA,0,5,0.140072322335485,0.217546003239525,-0.262278858201715,-0.678472551545599,0.4023511805372,0.416193693343884,15.6999998092651,NA,0.435273408889771,NA,2,34591,165003.98,4770.14,2381740,1,0,1,1,0,1,18,10,0,0
1391,2009,4,"1-191","Algeria","615","Government of Algeria",615,"","","AQIM","","government","",1,"internal",10,"splinter","GIA",1,1,"Islamic State",NA,0,"no",NA,500,30,2000,"much weaker","yes","moderate","low","low","low","no",NA,NA,"terrorist","no","no","no",NA,"no",NA,NA,NA,"military","United States, Morocco, Chad, Mali, Niger","no",NA,1,0,0,0,0,0,NA,0,"islamist",4747,1,1,0,1,0,0,0,1,0,0,0,0.72,0.72,2,NA,NA,0,NA,1999,10,2,2,1,1,3,2,NA,NA,0,NA,NA,NA,0,6,0.44606288818101,0.219514980854514,0.140072322335485,-0.262278858201715,0.305990565845525,0.4023511805372,15.6999998092651,NA,0.435273408889771,NA,2,35268,169209.48,4797.82,2381740,1,0,1,1,0,1,18,11,0,0
1391,2010,4,"1-191","Algeria","615","Government of Algeria",615,"","","AQIM","","government","",1,"internal",11,"splinter","GIA",1,1,"Islamic State",NA,0,"no",NA,500,30,2000,"much weaker","yes","moderate","low","low","low","no",NA,NA,"terrorist","no","no","no",NA,"no",NA,NA,NA,"military","United States, Morocco, Chad, Mali, Niger","no",NA,1,0,0,0,0,0,NA,0,"islamist",4747,1,1,0,1,0,0,0,1,0,0,0,0.72,0.72,2,NA,NA,0,NA,1999,11,2,1,1,1,3,3,NA,NA,0,NA,NA,NA,0,5,0.400028405676686,0.219164415307345,0.44606288818101,0.140072322335485,-0.046034482504324,0.305990565845525,15.6999998092651,NA,0.435273408889771,NA,2,35978,174906.19,4861.48,2381740,1,0,1,1,0,1,18,12,0,0
1391,2011,4,"1-191","Algeria","615","Government of Algeria",615,"","","AQIM","","government","",1,"internal",12,"splinter","GIA",1,1,"Islamic State",NA,0,"no",NA,500,30,2000,"much weaker","yes","moderate","low","low","low","no",NA,NA,"terrorist","no","no","no",NA,"no",NA,NA,NA,"military","United States, Morocco, Chad, Mali, Niger","no",NA,1,0,0,0,0,0,NA,0,"islamist",4747,1,1,0,1,0,0,0,1,0,0,0,0.72,0.72,2,NA,NA,0,NA,1999,12,1,1,1,1,3,3,NA,NA,0,NA,NA,NA,0,4,0.438575475555269,0.227000947112163,0.400028405676686,0.44606288818101,0.038547069878583,-0.046034482504324,15.6999998092651,NA,0.435273408889771,NA,2,36702.29,174906.19,4765.54,2381740,1,0,1,1,0,1,18,13,0,0
1391,2012,4,"1-191","Algeria","615","Government of Algeria",615,"","","AQIM","","government","",1,"internal",13,"splinter","GIA",1,1,"Islamic State",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,0,1,0,0,0,0.72,0.72,1,"Mali","Ansar Dine",1,2012,1999,13,NA,NA,NA,NA,2,2,NA,NA,0,NA,NA,NA,0,NA,0.718731302324054,0.256971091235812,0.438575475555269,0.400028405676686,0.280155826768785,0.038547069878583,15.6999998092651,NA,0.435273408889771,NA,2,NA,NA,NA,2381740,1,0,1,1,0,1,18,14,NA,0
